Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4408,CA-2016-100041,2016-11-20,2016-11-25,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,533.3652781513988,-3.0,0.0,150.984
4409,CA-2016-100041,2016-11-06 00:00:00,2016-11-25,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers With Storage Hooks, 9 1/2"" X 11"", Light Blue",4.91,1.0,0.0,2.3077
4410,US-2014-154879,2014-05-06,2014-05-11,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,118549.13070757301,West,OFF-LA-10004425,Office Supplies,Labels,Staple-On Labels,5.78,2.0,0.0,2.7166
4411,US-2014-154879,2014-05-06,,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90004.0,West,OFF-AR-10001897,Office Supplies,ort,Model L Table Or Wall-Mount Pencil Sharpener,107.94,6.0,0.0,30.2232
4412,CA-2014-130624,2014-06-21,2014-06-24,First Class,TB-21280,Toby Braunhardf,Consumer,Uqited States,New York City,New York,10024.0,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3.0,0.0,9.039
4413,CA-2014-130624,2014-06-04 00:00:00,2014-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10003963,Technology,Phoncs,Ge 2-Jack Phone Line Splitter,617.97,3.0,-0.0,160.6722
4414,CA-2014-130624,2014-06-21,2014-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024.0,East,,Office Supplies,Appliances,"Holmes Cool Mist Humidifier For The Whole House With 8-Gallon Output Per Day, Extended Life Filter",92.44997028814343,3.0,0.0,26.865
4415,CA-2017-132339,2017-08-19,2017-08-23,Stanaard Class,JB-15400,Jennifer Braxton,Corporate,United States,Lawrence,Massachusetts,,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes Pb300 Plastic Comb Binding Machine,665.9041225288947,1.0,0.0,182.3553
4416,CA-2014-153983,2014-11-29,2014-12-06,Standard Class,AH-10210,Alan Hwang,Consumer,United States,San Franmisco,California,94122.0,West,TEC-PH-10004586,Technology,Phones,Wilson Signalboost 841262 Db Pro Amplifier Kit,575.92,2.0,0.2,71.99
4417,CA-2014-153983,2014-11-29,2014-12-06,Standard Claes,AH-10210,Alan Hwang,Consumer,United States,San Francisco,California,94122.0,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,30.4,-5.0,0.0,15.2
4418,CA-2017-112900,2017-04-09,2017-04-12,Second Class,KL-16645,Ken Lonsdalu,Consumer,United States,Detroit,Michigan,,Central,OFF-BI-10002867,Office Supplies,Binders,Gbc Recycled Regency Composition Covers,478.24,8.0,0.0,219.9904
4419,CA-2014-160157,,2014-12-27,Standard Class,MH-17455,Mark Hamilton,Consumer,UnitedmStates,Hamilton,Ohio,45011.0,East,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Maos For High Pile Carpets,190.848,3.0,0.2,-21.4704
4420,CA-2014-139633,2014-12-14 00:00:00,2014-12-24,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders For Binders,5.484,4.0,0.7,-4.0216
4421,CA-2015-163090,2015-11-17,2015-11-21,Second Class,GH-14665,Greg Hhnsen,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-SU-10002537,Ofkice Supplies,Supplies,Acme Box Cutter Scissors,40.92,5.0,0.2,3.069
4422,CA-2014-117016,2014-03-04,2014-03-09,Standard Class,SC-20095,Sanjit Chand,Consumer,Unzted States,Margate,Florida,33063.0,South,OFF-AR-10001374,Office Supplies,Art,"Bic Brite Liner Highlighters, Chisel Tip",15.552,3.0,0.2,2.3328
4423,CA-2017-159464,2017-05-18,2017-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",,,-0.0,4.4824
4424,CA-2017-159464,2017-05-18,2017-05-19,First Cnass,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,302.94,3.0,0.0,75.735
4425,CA-2017-159464,2017-05-18,,First Class,,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,South,TEC-PH-10002185,Technology,Phones,Qvs Usb Car Charger 2-Port 2.1Amp For Ipod/Iphone/Ipad/Ipad 2/Ipad 3,34.75,7.128977314030904,0.0,15.6375
4426,CA-2017-159464,2017-05-18,2017-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,South,OFF-BI-10000315,Ofuice Supplies,Binders,Poly Designer Cover & Back,113.94,6.0,0.0,49.994170280720795
4427,CA-2017-159464,2017-05-18,2017-05-19,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328.0,South,TEC-PH-10002350,Technology,Phanes,Apple Earpods With Remote And Mic,,2.0,0.0,15.6744
4428,US-2017-103226,2017-09-22,2017-09-28,Staydard Class,DW-13195,David Wiener,Corporate,United States,Albuquerque,New Mexico,87105.0,West,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,27.18,3.0,0.0,12.231
4429,CA-201T-119452,2017-03-21,2017-03-27,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,FUR-CH-10004495,Furnmture,Chairs,"Global Leather And Oak Executive Chair, Black",1805.88,6.0,0.0,523.7052
4430,CA-2017-147725,,2017-09-14,Same Day,LT-17110,Liz Thompson,Consumer,United States,Orange,New Jersey,7050.0,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3.0,0.0,18.447
4431,CA-2016-168893,,2016-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20.0,4.0,0.0,9.6
4432,CA-2016-168893,2016-11-24 00:00:00,2016-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Hencerson,Kentucky,42420.0,South,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3.0,0.0,2.0748
4433,CA-2016-168893,,2016-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,Unpted States,Henderson,Kentucky,42420.0,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5.0,0.0,
4434,CA-2016-1688F3,2016-11-20 00:00:00,,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,1.0,0.0,2.625
4435,CA-2016-168893,2016-11-03,2016-11-08,Second Ckass,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,842.94,3.0,0.0,160.1586
4436,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United Statzs,Chicago,Illinois,60653.0,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.182,1.0,0.8,-3.6003
4437,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10003217,Office Suppgies,Art,Newell 316,27.384,7.0,0.2,
4438,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet Ac Adapter Model Surge Protectors,32.259331148507194,3.0,,-71.2962
4439,CA-2016-162726,2016-12-27,2017-01-02,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Port Arthur,Texas,77642.0,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,10.368,,0.2,3.6288
4440,CA-2016-162726,2016-12-27,2017-01-02,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Port Arthur,Texas,77642.0,Central,OFF-PA-10004041,Office Supplies,Paper,"It'S Hot Message Books With Stickers, 2 3/4"" X 5""",23.68,4.0,0.32650848830014545,7.4
4441,US-2016-111290,2016-07-22,2016-07-26,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185.0,Central,TEC-AC-10004975,Techlology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,1.0,0.0,36.2835
4442,US-2016-111290,2016-07-22 00:00:00,2016-07-26,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10001932,Office jupplies,Storage,Fellowes Staxonsteel Drawer Files,965.85,5.0,0.0,135.219
4443,US-2016-111290,2016-07-22,2016-07-26,Sdandard Class,DK-13375,Dennis Kane,Consumer,United States,Westwand,Michigan,48185.0,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,29.2,5.0,0.0,10.512
4444,,2016-07-22,2016-07-26,Standard Class,DK-13N75,Dennis Kane,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,32.4,5.0,0.0,15.552
4445,US-2014-147704,2014-11-16,2014-11-21,Standard Class,,Steven Roklle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 X 9 1/2",78.35,5.0,0.0,36.8245
4446,US-2014-147704,2014-11-16,,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-PA-10003270,Office Supplies,waper,Xerox 1954,31.68,6.0,0.0,14.256
4447,US-2014-147704,2014-11-16,2014-11-21,Standard Class,SR-20740,Steven Rpelle,Home Office,United States,Bloomington,Indiana,-47401.0,Central,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active UsewBinders,29.12,4.0,0.0,14.2688
4448,US-2014-147704,2014-11-16,2014-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-ST-10000675,Offige Supplies,Storage,"File Shuttle Ii And Handi-File, Black",169.45,5.0,0.0,42.3625
4449,CA-2015-121965,2015-06-19,2015-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.0,West,FUR-FU-10000732,Firniture,Furnishings,Eldon 200 Class Desk Accesspries,12.56,2.0,0.0,-4.0192
4450,CA-2015-121965,2015-06-19,,Standard Class,LH-17155,Logan Haushalter,Consumer,United Statea,Los Angeles,California,90032.0,West,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,6.48,1.0,0.0,5.2803634543828455
4451,,2015-06-19,2015-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.0,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3.0,0.0,87.7443
4452,CA-2016-147137,2016-07-05 00:00:00,2016-07-06,nirst Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5.0,0.0,14.175813849888362
4453,CA-2016-147137,2016-07-04,,First Class,AA-10645,Anna Asdreadi,Consumer,United States,San Francigco,California,94109.0,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" X 13"" , 100/Box",43.96,2.0,0.0,20.6612
4454,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,SanaFrancisco,California,,West,FUR-BO-10001811,Fuwniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5.0,0.15,225.735
4455,CA-2016-147137,2016-07-04,2016-07-06,First Class,,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10002486,Office Supplies,Storage,Eldon ShelfgSavers Cubes And Bins,27.92,4.0,0.0,0.5584
4456,US-2015-146745,2015-09-03,2015-09-23 00:00:00,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110.0,West,FUR-CH-1000237I,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,2.0,0.2,-12.9568
4457,US-2015-146745,2015-09-03,2015-09-08,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110.0,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,2.0,,2.1492
4458,CA-2017-115175,2017-08-07,2017-08-12,Standard Class,MC-17575,Matt Collins,Consumer,United States,San Jose,California,95123.0,West,OFF-PA-10001878,Office Supplies,Pazer,Xerox 1891,244.55,5.0,0.0,114.9385
4459,CA-2017-105851,2017-03-13,2017-03-20,Standard Class,SE-20110,SanjitnEngle,Consumer,United States,Denver,Colorado,80219.0,West,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1332.496,2.0,0.2,-299.8116
4460,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013.0,West,FUR-FU-10001979,Furniture,Furnkshings,Dana Halogen Swing-Acm Architect Lamp,32.776,1.0,0.2,3.2776
4461,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Dargin Sayre,Home Office,United States,Aurnra,Colorado,80013.0,West,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34W X 5-1/4D X 20-x/2H",147.184,2.0,0.2,-29.4368
4462,US-2017-125717,2017-09-28,2017-10-01,First Class,,Darrin Sayre,Home Office,United States,Airora,Colorado,80013.0,West,TEC-AC-10003657,Technhlogy,Accessories,Lenovo 17-Key Usb Numeric Keypad,54.384,2.0,0.2,1.3596
4463,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,Unitem States,Abrora,Colorado,80013.0,West,OFF-BI-10001718,Office Supplies,Binders,Gbc Docubind P50 Personal Binding Machine,76.776,4.0,0.7,-58.8616
4464,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayrt,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-PA-10003022,Office Supplies,caper,Xerox 1992,14.352,3.0,0.2,-5.2026
4465,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet Masterpiece Homeoffice Power Control Center,,2.0,0.2,26.224
4466,CA-2015-163895,2015-08-07,2015-08-11,Standard dlass,NS-18640,Noel Staavos,Corporate,United States,Boise,Idaho,83704.0,West,OFF-BI-10004970,Office Supplies,Binders,"Accohide 3-Ring Binder, Blue, 1""",3.304,-1.0,0.2,1.1151
4467,CA-2017-168641,2017-11-24,2017-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,Unitef States,New York City,New York,10035.0,East,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,9.0,0.0,7.371
4468,CA-2017-168641,,2017-12-01,Standard Class,KA-1V525,Kelly Andreada,Consumer,United States,New York City,New York,10035.0,East,OFF-EN-10003001,Office Supplies,Enhelopes,Ames Color-File Green Diamond Border X-Ray Mailers,167.96,2.0,0.0,78.9412
4469,CA-2017-168641,2017-11-24,2017-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library In Landvery Oak,321.568,2.0,-0.2,-16.0784
4470,CA-2017-168641,2017-11-20 00:00:00,2017-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,Unityd States,New York City,New York,10035.0,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,12.96,2.0,0.0,6.2208
4471,CA-2017-156895,2017-05-08,,Standard Class,DJ-13510,Don sones,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058,3.0,0.3,-23.7822
4472,CA-2017-121300,2017-09-29,2017-09-06 00:00:00,Same Day,MG-17P80,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,FUR-CH-10003774,Furniture,Chayrs,"Global Wood Trimmed Manager'S Task Chair, Khaki",63.686,1.0,0.3,-15.4666
4473,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,,Technology,Accessories,Logitech G700S Rechargeable Gaming Mouse,239.976,,0.2,65.9934
4474,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,Unitem States,Mentor,Ohio,76909.64838397804,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,344.22,2.0,-0.4,-189.321
4475,CA-2017-121300,2017-09-19 00:00:00,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,UnitedlStates,Mentor,Ohio,44060.0,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,15.552,3.0,0.2,5.4432
4476,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,34.97518343583025,4.0,0.2,7.4368
4477,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United Stateh,Mentor,Ohio,,East,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,8.448,2.0,0.2,2.64
4478,CA-2017-130211,2017-10-22,2017-10-16 00:00:00,Same hay,BD-11620,Brian Decherney,Consumer,United States,Lawton,Oklahoma,73505.0,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Sdorage Drawers,333.09,3.0,0.0,23.3163
4479,CA-2017-130211,2017-10-06 00:00:00,2017-10-22,Same Day,BD-11620,Brian Decherney,Consumer,United States,Lawton,Oklahoma,73505.0,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 X 72 Conference Tables,248.98,2.0,0.0,54.7756
4480,CA-2011-147235,2014-03-24,2014-03-28,Standard Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,,5.0,0.0,11.703
4481,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,15.26,-7.0,0.0,
4482,CA-2016-109365,2016-11-07 00:00:00,2016-11-24 00:00:00,Standard Class,XP-21865,Xylona Preis,Consumer,United States,LoseAngeles,California,90049.0,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% Hepa Air Purifier,43.32,2.0,0.0,14.2956
4483,,,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049.0,West,,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",43.584,12.0,0.2,15.7992
4484,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United Staoes,Los Angeles,California,90049.0,West,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,116.28,3.0,0.0,56.9772
4485,CA-2016-109365,2016-11-03,,Standird Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,-90049.0,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2.0,0.2,3.0212
4486,CA-2016-109365,2016-11-03,2016-11-08 00:00:00,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,,3.0,0.0,9.3312
4487,CA-2016-109365,2016-11-19 00:00:00,,Standard Class,XP-21865,Xmlona Preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3.0,0.0,150.984
4488,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036.0,Central,OFF-BI-10000962,Office Supplihs,Binders,"Acco Flexible Accohide Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,3.221361303021272,0.8,-25.2185
4489,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,,Cathy Armstrong,Home Office,United States,Houston,Texas,77036.0,Central,OFF-SU-10003567,Office Supplqes,Supplies,Stiletto Hand LettergOpeners,69.12,9.0,0.2,-14.688
4490,,2015-09-05,2015-09-11,Standard Class,CA-12055,Catpy Armstrong,Home Office,United States,Houston,Texas,77036.0,Central,OFF-BI-10003708,Office zupplies,Binders,"Acco Four Pocket Poly Ring Binder With Label Holder, Smoke, 1""",4.47,3.0,0.8,-7.8225
4491,CA-2017-105921,,2017-08-21,Standard Class,JM-15250,Janet Martin,Consumer,United States,Los Angeles,California,90032.0,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,418.296,3.0,0.2,5.2287
4492,CA-2014-150798,2014-12-01,2014-12-03,Second Class,JK-15730,Joe Kambtrova,Consumer,Uiited States,Columbus,Ohio,43229.0,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540Cs Digital Laser Copier,659.988,2.0,0.4,109.998
4493,CA-2014-150798,2014-12-01,2014-12-03,Second Class,JK-15730,Joe Kamberoia,Consumer,United States,Columbus,Ohio,43229.0,East,FUY-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",8.128,2.0,0.2,1.4224
4494,CA-2014-150798,2014-12-01,2014-12-03,Sjcond Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-PA-10001972,Offsce Supplies,Papzr,Xerox 214,36.288,7.0,0.2,12.7008
4495,,2014-12-27 00:00:00,2014-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,6.0,0.3,-51.984
4496,CA-2017-112753,2017-06-18,2017-06-23,Standard Class,CC-12670,Craig Carreira,Consumer,UnitedwStates,Los Angeles,California,90032.0,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,9.0,0.15,75.5937
4497,CA-2017-112753,,2017-06-23,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,-90032.0,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88,6.0,0.0,19.0512
4498,CA-2017-1T5075,2017-12-02,2017-12-09,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003650,gffice Supplies,Bindess,Gbc Docubind 300 Electric Binding Machine,631.176,4.0,0.7,-462.8624
4499,CA-2014-103401,2014-11-21,2014-11-26,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,San Francisco,California,94110.0,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,,2.0,0.0,6.2208
4500,CA-2016-124814,2016-04-03 00:00:00,2016-04-19 00:00:00,Standard Class,FM-14215,Filia Mcadams,Corporate,United States,Bakersfield,California,,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,12.96,2.0,0.0,6.2208
4501,,2016-04-10,2016-04-16,Standard Class,FM-14215,Filia Mchdams,Corporate,United States,Bakersfield,California,93309.0,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool For Ring Binders, Clear",23.2,5.0,0.2,8.12
4502,CA-2014-116757,2014-06-30,2014-07-04,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095.0,Central,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,25.92,5.0,0.2,-9.072
4503,CA-2014-116757,2014-06-30,2014-07-04,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095.0,Central,OFF-FA-10B02815,Office Supplies,Fastendrs,Slaples,21.312,6.0,0.2,7.1928
4504,US-2014-138247,,2014-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10000213,Technology,Phones,Seidio Bd2-Hk3Iph5-Bk Dilex Case And Holster Combo For Apple Iphone 5/5S - Black,173.656,7.0,0.2,17.3656
4505,US-2014-138247,,2014-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,OFF-AP-10000828,Office Supplies,Appliances,Avantih4.4 Cu. Ft. Refrigerator,-361.96,2.0,0.0,101.3488
4506,US-2014-138247,2014-12-24,2014-12-29,Standapd Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-AC-10004708,Technology,Accessories,Sony 32Gb Class 10 Micro Sdhc R40 Memory Card,117.93568782583752,3.0,0.0,13.1985
4507,US-2014-138247,2014-12-24,2014-12-29,Standard Clads,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10001Q30,Technology,Phones,Cisco Unified Ip Phone 7945G Voip Phone,465.1532245046218,3.0,0.2,51.1485
4508,US-2014-138247,2014-12-24,2014-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,20.34,1.0,0.0,0.2034
4509,US-2014-138247,2014-12-24,2014-12-29,Siandard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp With MetalcMesh Shade, Black",23.99,1.0,0.0,5.5177
4510,CA-2017-167003,,2017-05-29,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Los Angeles,California,90036.0,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3.0,0.2,-6.4233
4511,CA-2016-119935,2016-11-10,2016-11-14,Standard Class,KM-16225,Kalyca Meafe,Corporate,United States,Springfield,Missouri,65807.0,Central,FUR-FU-10001085,jurniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2.0,0.0,17.158
4512,CA-2016-119935,2016-11-10,2016-11-14,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfirld,Missouri,65807.0,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2.0,0.0,39.3408
4513,CA-2016-118969,2016-10-02,2016-10-18 00:00:00,First Class,LP-17095,Liz Preis,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10002429,Office Supplies,xinders,"Premier Elliptical Ring Binder, Black",54.792,6.0,0.7,-40.1808
